token,neighbor,cosine
noack,non-,0.6234435
noack,nance,0.6015889
noack,nij,0.5922938
noack,nonsecauth,0.5909808
noack,mork,0.58779705
noack,shell,0.58654195
markers,marker,0.9267654
markers,marked,0.78533375
markers,indicating,0.7451749
markers,outlines,0.74108946
markers,indicators,0.73756087
markers,mapping,0.73058754
markers,labeled,0.7263406
markers,labelled,0.7250063
markers,pointed,0.7166468
markers,pointing,0.7156186
thousand,million,0.7981317
thousand,thousands,0.7554821
thousand,ten,0.73453534
thousand,num,0.7314399
thousand,numbers,0.73142034
thousand,num-,0.73110455
thousand,number,0.72395784
thousand,quantity,0.7223505
thousand,millions,0.7220235
thousand,count,0.71709216
famoos,fo-,0.68763304
famoos,famix,0.66962343
famoos,oo,0.6625836
famoos,ff,0.6598648
famoos,los,0.65914977
famoos,mas-,0.6588792
famoos,tio,0.65673226
famoos,foo,0.63336515
famoos,sures,0.63298947
famoos,tities,0.63230735
twofold,two,0.81047535
twofold,double,0.75289893
twofold,secondly,0.7336831
twofold,twice,0.7318682
twofold,second,0.7317548
twofold,x2,0.72924423
twofold,pair,0.71095216
twofold,multiplicity,0.70828384
twofold,ii,0.70432335
twofold,both,0.7009491
refactor,refactored,0.9067694
refactor,refactoring,0.89679927
refactor,refactorings,0.8854793
refactor,simplify,0.71075916
refactor,restructure,0.7086216
refactor,refine,0.70639765
refactor,compile,0.6829874
refactor,modifies,0.67827296
refactor,modify,0.67806584
refactor,replace,0.67102045
mainte-,le,0.74081624
mainte-,fre-,0.73125416
mainte-,main,0.7258827
mainte-,primary,0.710727
mainte-,gine,0.7083963
mainte-,se,0.69660765
mainte-,ine,0.69246304
mainte-,se-,0.6924524
mainte-,vide,0.6922542
mainte-,be-,0.6907023
worked,works,0.84273183
worked,successful,0.805482
worked,successfully,0.7964402
worked,helped,0.79178256
worked,fixed,0.7711664
worked,done,0.7561671
worked,success,0.7483927
worked,proved,0.74702334
worked,accepted,0.7445851
worked,valid,0.7433949
cut,cutoff,0.7855055
cut,split,0.76815736
cut,reduced,0.74476385
cut,cross-cutting,0.73829794
cut,edit,0.7352514
cut,tool,0.7311495
cut,off,0.7302216
cut,splitting,0.72004217
cut,given,0.7112704
cut,reduction,0.70990556
padioleau,ducasse,0.6138524
padioleau,caprile,0.60964197
padioleau,france,0.6078647
padioleau,robillard,0.604758
padioleau,fr,0.5889008
padioleau,sigonneau,0.5871883
padioleau,le,0.58169574
padioleau,rennes,0.58130014
padioleau,coogle,0.5808056
padioleau,clarke,0.5715223
tichelaar,rijke,0.6574019
tichelaar,tichy,0.6353463
tichelaar,tivity,0.62502295
tichelaar,tice,0.61454713
tichelaar,prechelt,0.6118503
tichelaar,tive,0.61093307
tichelaar,netherlands,0.60792345
tichelaar,tiv,0.59944713
tichelaar,ture,0.5875909
tichelaar,deursen,0.5826212
edinburg,eindhoven,0.6785608
edinburg,city,0.63703483
edinburg,in,0.6301855
edinburg,portland,0.62580156
edinburg,ine,0.61710745
edinburg,locally,0.61085594
edinburg,ed,0.60945565
edinburg,in-,0.6090373
edinburg,oregon,0.59965146
edinburg,locals,0.5991272
priority,prioritize,0.8662204
priority,importance,0.76789516
priority,important,0.74552685
priority,task,0.7160329
priority,preferred,0.7053722
priority,order,0.7050538
priority,tasks,0.70327175
priority,mandatory,0.70244646
priority,optional,0.7023828
priority,attention,0.6992653
within-version,between-version,0.7960905
within-version,version,0.7932358
within-version,versions,0.7654493
within-version,within,0.7643956
within-version,multi-version,0.74863124
within-version,versioning,0.74335104
within-version,version2,0.7072536
within-version,intra-file,0.6895127
within-version,version1,0.68893844
within-version,fileversion,0.6821908
prevalent,frequent,0.7820328
prevalent,commonly,0.777176
prevalent,common,0.7356468
prevalent,widely,0.73468554
prevalent,popular,0.7335876
prevalent,encountered,0.7333087
prevalent,applicable,0.7315839
prevalent,tendency,0.7099168
prevalent,frequently,0.70948046
prevalent,numerous,0.705647
veloped,velopment,0.7903174
veloped,veloper,0.7869287
veloped,came,0.71419924
veloped,elapsed,0.7000379
veloped,inlined,0.696267
veloped,motion,0.69307125
veloped,typed,0.691761
veloped,driven,0.69128704
veloped,flexible,0.6875921
veloped,movement,0.68394226
critical,significant,0.7475895
critical,intensive,0.72819877
critical,important,0.7220411
critical,centric,0.69238657
critical,importance,0.6761228
critical,complex,0.6699425
critical,serious,0.66854006
critical,cr,0.6650997
critical,critique,0.6627441
critical,relevant,0.65770966
ufs,dfs,0.75451475
ufs,lisfs,0.7280146
ufs,fs,0.7148839
ufs,pf,0.68769467
ufs,uni-sb,0.68096054
ufs,usu-,0.67620945
ufs,ff,0.6743091
ufs,fk,0.6686058
ufs,u1,0.664869
ufs,fsa,0.6565396
pseudo,false,0.75499755
pseudo,con-,0.7019634
pseudo,con,0.70066893
pseudo,implying,0.6967116
pseudo,spurious,0.6844022
pseudo,meta,0.6843481
pseudo,dis-,0.6790397
pseudo,real,0.6780966
pseudo,contrary,0.6760659
pseudo,prop-,0.66625684
dfs,df,0.8419008
dfs,ufs,0.75451475
dfs,pf,0.74355584
dfs,fs,0.742273
dfs,dif-,0.71927285
dfs,ds,0.70878875
dfs,ff,0.6942805
dfs,iff,0.686459
dfs,dforge,0.685585
dfs,fk,0.68189263
cutoff,cut,0.7855055
cutoff,off,0.71682936
cutoff,measured,0.67922944
cutoff,deadline,0.67633903
cutoff,range,0.67578375
cutoff,limits,0.67380583
cutoff,estimate,0.6728564
cutoff,limit,0.6726756
cutoff,length,0.6680627
cutoff,goal,0.667564
quantities,quantity,0.9436459
quantities,amounts,0.89479107
quantities,amount,0.85472816
quantities,portion,0.7870027
quantities,portions,0.77167195
quantities,sums,0.7526127
quantities,measurement,0.7512687
quantities,volume,0.74631155
quantities,numbers,0.7418212
quantities,measurements,0.7411597
computational,computationally,0.90189606
computational,computation,0.8882113
computational,compute,0.8140441
computational,computes,0.8023638
computational,computing,0.7898389
computational,computed,0.7888826
computational,algorithms,0.7577868
computational,numerical,0.7447137
computational,algorithm,0.73162
computational,programming,0.7201569
virtual,online,0.7462008
virtual,interactive,0.7097039
virtual,vv,0.7092841
virtual,vm,0.70274836
virtual,vs,0.7017612
virtual,visual,0.7012865
virtual,multi-dimensional,0.68052244
virtual,ver-,0.6782014
virtual,v3,0.67546976
virtual,digital,0.66787916
kstringhandler,kdebindings,0.7120039
kstringhandler,string,0.6393134
kstringhandler,strings,0.632982
kstringhandler,kdenetwork,0.6046913
kstringhandler,kdeaccesibility,0.6026057
kstringhandler,in-java,0.59910065
kstringhandler,kdeutils,0.595411
kstringhandler,typing,0.5953
kstringhandler,astparser,0.5926
kstringhandler,java,0.5920322
attempt,attempted,0.9392019
attempt,attempts,0.93271095
attempt,tries,0.8463363
attempt,try,0.83625484
attempt,trying,0.8313474
attempt,fail,0.8045513
attempt,effort,0.8002142
attempt,failure,0.7841226
attempt,failed,0.771863
attempt,challenge,0.755928
grams,gram,0.9108033
grams,gb,0.7703671
grams,weight,0.7428037
grams,gpg,0.7328304
grams,quantities,0.7316576
grams,quantity,0.7306532
grams,amounts,0.7143653
grams,amount,0.7124012
grams,msg,0.7018967
grams,weights,0.6954119
status,condition,0.8238434
status,situation,0.75275004
status,issued,0.73875916
status,updated,0.7329554
status,currently,0.72368306
status,conditions,0.7200737
status,update,0.7137912
status,updates,0.7119558
status,availability,0.71108687
status,displayed,0.70937586
dow,sector,0.6597989
dow,wang,0.6503574
dow,mean,0.64854515
dow,dd,0.6412384
dow,db,0.63950574
dow,inc,0.6383001
dow,leverage,0.63797396
dow,rich,0.63797206
dow,don,0.6360706
dow,chang,0.63604575
model-driven,meta-model,0.74221456
model-driven,model,0.7397143
model-driven,uml,0.73769027
model-driven,modelling,0.7370521
model-driven,computational,0.69597864
model-driven,discretized,0.6949461
model-driven,object-oriented,0.6874136
model-driven,graph-based,0.68572867
model-driven,driven,0.6838969
model-driven,tree-based,0.68326044
titech,ti,0.7647812
titech,tifacts,0.699661
titech,technologies,0.69592094
titech,technology,0.69551754
titech,information-technology,0.6720778
titech,tech-,0.6546069
titech,idt,0.65276057
titech,tiv,0.6510434
titech,technical,0.65033627
titech,tware,0.6455462
mishne,doshisha,0.6393512
mishne,se-,0.63204753
mishne,se,0.6238049
mishne,tssimdjisimt,0.6206904
mishne,master,0.6187806
mishne,ms,0.61502904
mishne,mismatch,0.61274385
mishne,im,0.6095056
mishne,an-,0.6082517
mishne,literature,0.60800004
commun,com-,0.77293056
commun,communication,0.74529696
commun,com,0.7140969
commun,compat,0.7091119
commun,compo-,0.690533
commun,interact,0.6880255
commun,talk,0.6851035
commun,interaction,0.67821026
commun,im,0.67763
commun,im-,0.6742287
approximation,approximate,0.8595036
approximation,estimation,0.7742509
approximation,estimate,0.7494337
approximation,let,0.7141914
approximation,accuracy,0.7120663
approximation,approximately,0.70678145
approximation,predicting,0.70569396
approximation,assume,0.705675
approximation,expectation,0.7023195
approximation,approx,0.69868875
transformer,transform,0.73922235
transformer,ev-,0.72131485
transformer,transforms,0.7141944
transformer,transformation,0.7082499
transformer,transducer,0.6996525
transformer,component,0.68439645
transformer,transformations,0.6833262
transformer,prototype,0.6741356
transformer,transformed,0.66959804
transformer,maxwell,0.6689704
transformed,transformation,0.9191904
transformed,transforms,0.8966299
transformed,transform,0.8757521
transformed,transformations,0.8580982
transformed,converted,0.8263443
transformed,turned,0.80427057
transformed,became,0.7906105
transformed,changed,0.77413905
transformed,changed-,0.74919003
transformed,becomes,0.74317634
constraints,requires,0.7577583
constraints,limitations,0.75085354
constraints,difficulties,0.74572206
constraints,limitation,0.7372761
constraints,requirements,0.7289824
constraints,requiring,0.72193676
constraints,limits,0.7199601
constraints,imposes,0.71985424
constraints,challenges,0.71423626
constraints,criteria,0.71359724
predicate,predicates,0.92945236
predicate,propositional,0.767041
predicate,prolog,0.7632657
predicate,syntactic,0.75690645
predicate,logical,0.72563916
predicate,logic,0.7217269
predicate,syntax,0.7184576
predicate,entailment,0.7150379
predicate,transitive,0.71212083
predicate,logics,0.709977
drawing,draw,0.9119365
drawing,drawn,0.86809915
drawing,draws,0.8105502
drawing,graphics,0.7769406
drawing,illustrate,0.77018267
drawing,illustrates,0.7523066
drawing,graphical,0.7520184
drawing,canvas,0.7384912
drawing,diagrams,0.7347431
drawing,diagram,0.73167574
dy-,gy,0.8410272
dy-,ly,0.83615804
dy-,py,0.7969925
dy-,chy,0.7902742
dy-,siy,0.78252095
dy-,ity,0.7513876
dy-,y1,0.7367931
dy-,ery,0.73232174
dy-,ogy,0.7268521
dy-,y-axis,0.7254783
maxwell,machine,0.6690412
maxwell,transformer,0.6689704
maxwell,power,0.65852624
maxwell,michael,0.6581286
maxwell,axis,0.6544143
maxwell,yang,0.64405066
maxwell,ev-,0.64365107
maxwell,em,0.64222455
maxwell,em-,0.6408884
maxwell,ieee,0.6392916
stay,reside,0.8395519
stay,remain,0.81806666
stay,keep,0.815477
stay,leave,0.7505891
stay,continue,0.74614775
stay,keeping,0.7402123
stay,belong,0.7350593
stay,visit,0.73442465
stay,remained,0.721291
stay,come,0.7203516
committers,committer,0.90591043
committers,commits,0.8237219
committers,committed,0.7966484
committers,commit,0.785578
committers,participants,0.73934066
committers,persons,0.72240853
committers,involved,0.71889216
committers,participating,0.71286726
committers,people,0.70461494
committers,stakeholders,0.6851952
wong,wang,0.7729751
wong,yang,0.7051991
wong,chan,0.6976393
wong,wu,0.67656773
wong,han,0.66307324
wong,xu,0.6499938
wong,chen,0.6485819
wong,si,0.64686996
wong,ying,0.6440294
wong,clarke,0.6397581
gregorio,andreas,0.76052517
gregorio,diego,0.74849087
gregorio,paolo,0.7071648
gregorio,jose,0.6719805
gregorio,nicolas,0.6613133
gregorio,tio,0.65638065
gregorio,bruno,0.6560583
gregorio,carlos,0.65387934
gregorio,si,0.6520892
gregorio,thomas,0.64788276
relate,relating,0.88112795
relate,belong,0.82690346
relate,connect,0.79900235
relate,corresponds,0.79181
relate,correspond,0.790655
relate,interact,0.7887756
relate,understand,0.7815263
relate,correlate,0.7779799
relate,share,0.7731956
relate,represent,0.77045363
lost,loss,0.8118122
lost,missing,0.78936714
lost,losing,0.76330507
lost,gone,0.7451658
lost,undone,0.7338798
lost,found,0.73009217
lost,disappeared,0.72409624
lost,broken,0.71918285
lost,unbound,0.7166164
lost,taken,0.71195024
var,vari-,0.8021018
var,variable,0.7811168
var,variance,0.75959563
var,ver-,0.7566892
var,vv,0.74848163
var,vers,0.74649376
var,ov,0.744119
var,variant,0.7429827
var,variables,0.7384332
var,vs,0.7300634
gender,trans,0.76461613
gender,females,0.7212125
gender,age,0.72033393
gender,human,0.7187635
gender,body,0.71807814
gender,identity,0.70989937
gender,trans-,0.70807254
gender,equality,0.7003008
gender,society,0.6994749
gender,human-,0.6973529
variability,varying,0.83778787
variability,variations,0.83241737
variability,variance,0.8033994
variability,variant,0.7995778
variability,variants,0.7913595
variability,varies,0.7856564
variability,inconsistent,0.74187607
variability,variety,0.74168104
variability,consistency,0.7394447
variability,variable,0.73393327
computationally,computational,0.90189606
computationally,computation,0.851769
computationally,compute,0.8119041
computationally,computes,0.79390854
computationally,computed,0.75172347
computationally,algorithms,0.74602044
computationally,algorithm,0.73751897
computationally,computing,0.7334892
computationally,logically,0.7235313
computationally,efficiently,0.7193508
gathering,gather,0.8976006
gathering,gathered,0.882664
gathering,happening,0.77690035
gathering,grouping,0.75434494
gathering,consisting,0.7522024
gathering,groups,0.75016046
gathering,together,0.74756914
gathering,convention,0.7416575
gathering,conventions,0.72718734
gathering,combining,0.7242171
formulas,formula,0.9341907
formulas,mathematical,0.746006
formulas,calculation,0.72929716
formulas,notations,0.72179294
formulas,sums,0.71464574
formulas,numbers,0.7130092
formulas,calculate,0.70925844
formulas,numerical,0.708645
formulas,expressions,0.7076893
formulas,logics,0.7037617
inserting,insert,0.94148976
inserting,inserts,0.9002186
inserting,inserted,0.884083
inserting,insertion,0.84959155
inserting,insertions,0.84175265
inserting,put,0.7524497
inserting,input,0.7176973
inserting,add,0.7144232
inserting,establishing,0.7099033
inserting,into,0.7049216
javassist,jedit,0.7144656
javassist,jdt,0.6913836
javassist,tssimdjisimt,0.6793391
javassist,syst,0.6726938
javassist,jdk,0.6711931
javassist,java,0.666516
javassist,jects,0.6631471
javassist,in-java,0.64196634
javassist,jdiff,0.64064854
javassist,jp,0.6393958
ef-,ef,0.98204577
ef-,ief,0.72326434
ef-,pf,0.71818054
ef-,iff,0.7151937
ef-,ej,0.71504617
ef-,framework,0.71482867
ef-,fk,0.71404654
ef-,tf,0.71053725
ef-,et,0.7083077
ef-,effec-,0.70139486
ations,ments,0.8177804
ations,tions,0.8026105
ations,lations,0.7549171
ations,things,0.7543845
ations,ements,0.7461978
ations,objects,0.73555034
ations,itories,0.7300492
ations,at,0.7276177
ations,ones,0.7273255
ations,ment,0.7259698
optimal,ideally,0.7941573
optimal,ideal,0.7868057
optimal,optimized,0.78468144
optimal,maximum,0.7574071
optimal,efficient,0.75625265
optimal,best,0.75597054
optimal,maximal,0.7423468
optimal,optimizations,0.7309966
optimal,optional,0.7264996
optimal,efficiency,0.71121454
ignoring,ignore,0.9096035
ignoring,ignored,0.8729454
ignoring,avoids,0.7762807
ignoring,excluding,0.76127267
ignoring,contrary,0.71483684
ignoring,exclusion,0.71117187
ignoring,omitted,0.7035075
ignoring,suppressed,0.7031011
ignoring,negative,0.69817835
ignoring,avoid,0.69091773
stop,stopped,0.91155726
stop,stops,0.8519465
stop,break,0.78985965
stop,hold,0.7516143
stop,wait,0.74154174
stop,finish,0.7376825
stop,continue,0.72135705
stop,limit,0.7202855
stop,enough,0.7159847
stop,end,0.71572465
apsec,sec,0.6643055
apsec,esec,0.6554634
apsec,se-,0.65460217
apsec,sparc,0.6500633
apsec,sec-,0.64853483
apsec,exc,0.6450673
apsec,se,0.6422884
apsec,rfc,0.6258643
apsec,acm,0.6236465
apsec,ap-,0.62179774
instructions,instruction,0.891502
instructions,instructionlist,0.8460125
instructions,setup,0.7757295
instructions,hints,0.7420354
instructions,documentation,0.73305386
instructions,install,0.7319644
instructions,method-,0.72996175
instructions,steps,0.7230576
instructions,method,0.72296655
instructions,directions,0.7226629
generates,generate,0.9453325
generates,generating,0.9082346
generates,generation,0.7428505
generates,creates,0.73069644
generates,reproduce,0.7272381
generates,produces,0.7251421
generates,methodgen,0.70825243
generates,gen-,0.70597947
generates,create,0.6985492
generates,output,0.692596
language-independent,language,0.7524647
language-independent,independent,0.72075695
language-independent,multilinguistic,0.7107932
language-independent,languages,0.7094431
language-independent,independently,0.68523407
language-independent,libre,0.6737319
language-independent,stateless,0.6735747
language-independent,freely,0.6667364
language-independent,standalone,0.66565704
language-independent,lang,0.6552409
alization,normalization,0.67878294
alization,preprocessed,0.6776968
alization,transformation,0.6739401
alization,processing,0.6682224
alization,processed,0.66311884
alization,normalized,0.6597707
